,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
18,61,Kelly Oubre Jr.,WAS,22,3,2,1,24.3,13.0,4.7,10.7,43.8,1.0,4.0,25.0,2.7,3.3,80.0,0.7,4.0,4.7,2.0,3.0,0.7,0.7,3.0,22.6,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19,61,Jeff Green,WAS,32,3,2,1,22.8,13.0,5.0,8.3,60.0,1.7,3.0,55.6,1.3,2.0,66.7,0.3,3.0,3.3,1.3,1.7,0.0,0.7,3.7,19.3,0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,61,Maxi Kleber,DAL,26,3,2,1,21.9,13.0,3.7,6.7,55.0,2.0,4.0,50.0,3.7,4.0,91.7,1.0,6.3,7.3,1.3,0.7,0.7,2.0,2.0,31.1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,61,Monte Morris,DEN,23,3,3,0,26.1,13.0,4.7,10.7,43.8,0.7,2.7,25.0,3.0,3.0,100.0,0.7,3.0,3.7,5.7,1.7,1.3,0.0,1.3,28.2,0,0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22,61,Chris Paul,HOU,33,3,2,1,28.9,13.0,4.0,10.7,37.5,2.7,6.7,40.0,2.3,3.3,70.0,0.3,4.7,5.0,7.7,3.0,2.0,0.0,3.0,33.5,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,61,Steven Adams,OKC,25,3,2,1,27.1,13.0,5.7,10.3,54.8,0.0,0.3,0.0,1.7,3.0,55.6,6.0,5.3,11.3,2.0,2.3,0.3,0.7,2.0,30.3,2,0,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,
24,75,Jeff Teague,MIN,30,4,1,3,24.0,12.5,3.5,9.5,36.8,1.3,2.8,45.5,4.3,4.3,100.0,0.5,3.0,3.5,4.0,2.5,0.5,0.0,2.5,21.7,0,0,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
25,75,Hassan Whiteside,MIA,29,4,1,3,24.8,12.5,4.8,7.8,61.3,0.3,0.5,50.0,2.8,4.8,57.9,2.0,10.5,12.5,0.3,2.0,1.0,2.3,2.8,35.6,2,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
26,75,Alec Burks,UTA,27,4,4,0,19.3,12.5,4.0,8.3,48.5,2.0,4.5,44.4,2.5,3.5,71.4,0.5,4.3,4.8,3.0,1.5,0.8,0.8,1.0,25.7,0,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,75,MarShon Brooks,MEM,29,2,2,0,19.1,12.5,5.0,8.5,58.8,1.5,3.0,50.0,1.0,1.5,66.7,0.5,2.5,3.0,1.5,3.5,1.0,0.0,2.5,17.9,0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,75,Willy Hernangomez,CHA,24,4,3,1,15.4,12.5,4.5,6.8,66.7,0.8,1.0,75.0,2.8,5.3,52.4,1.3,4.3,5.5,0.8,1.3,0.5,1.3,3.0,24.2,1,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,75,Stanley Johnson,DET,22,2,1,1,33.1,12.5,3.5,11.0,31.8,2.0,7.0,28.6,3.5,4.0,87.5,0.0,4.5,4.5,2.0,3.0,1.0,0.5,3.0,22.4,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,81,Josh Jackson,PHX,21,3,1,2,33.8,12.3,5.3,15.0,35.6,0.7,5.0,13.3,1.0,2.0,50.0,0.7,4.7,5.3,5.3,5.0,1.0,1.0,5.3,27.7,0,0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,81,Nikola Jokic,DEN,23,3,3,0,22.0,12.3,3.7,7.7,47.8,0.7,2.0,33.3,4.3,5.7,76.5,1.7,4.0,5.7,3.3,4.0,1.0,0.0,2.7,23.1,0,0,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
32,81,De'Aaron Fox,SAC,20,3,1,2,23.3,12.3,5.0,9.7,51.7,2.0,4.3,46.2,0.3,0.7,50.0,0.7,1.7,2.3,5.0,2.3,1.0,0.0,2.7,23.3,0,0,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
33,81,Rudy Gobert,UTA,26,3,3,0,22.4,12.3,5.0,6.0,83.3,0.0,0.0,0.0,2.3,4.7,50.0,3.7,4.7,8.3,0.3,1.3,0.7,1.7,2.3,28.5,1,0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,
34,85,Goran Dragic,MIA,32,4,1,3,20.6,12.3,4.5,9.8,46.2,1.0,3.3,30.8,2.3,2.3,100.0,0.5,2.3,2.8,4.0,2.0,0.8,0.0,2.0,21.8,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
35,85,Grayson Allen,UTA,23,4,4,0,19.8,12.3,4.5,9.0,50.0,2.8,5.3,52.4,0.5,1.0,50.0,0.0,1.8,1.8,1.5,3.3,0.8,0.0,3.0,15.6,0,0,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,
36,85,Miles Bridges,CHA,20,4,3,1,24.1,12.3,4.8,8.5,55.9,2.0,4.0,50.0,0.8,1.8,42.9,0.5,5.3,5.8,0.8,0.3,0.3,0.5,2.0,22.3,0,0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
37,88,David Nwaba,CLE,25,1,1,0,12.2,12.0,4.0,5.0,80.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,16.8,0,0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,88,Montrezl Harrell,LAC,24,3,3,0,19.3,12.0,4.7,7.7,60.9,0.0,0.0,0.0,2.7,4.7,57.1,1.3,5.0,6.3,1.7,1.7,0.3,0.3,3.3,22.4,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,88,Trey Lyles,DEN,22,3,3,0,23.2,12.0,3.7,7.0,52.4,1.7,4.7,35.7,3.0,3.3,90.0,1.0,5.7,6.7,4.0,1.3,1.0,0.0,2.7,27.7,0,0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,88,Otto Porter Jr.,WAS,25,3,2,1,22.3,12.0,4.3,7.3,59.1,2.0,4.7,42.9,1.3,1.3,100.0,1.7,3.3,5.0,1.7,1.0,1.0,0.0,1.7,22.5,0,0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
41,88,Jordan Clarkson,CLE,26,2,2,0,15.1,12.0,4.5,8.0,56.3,1.5,3.5,42.9,1.5,2.5,60.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.5,21.3,0,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,88,DeAndre' Bembry,ATL,24,3,1,2,22.6,12.0,4.3,9.7,44.8,0.7,2.3,28.6,2.7,4.3,61.5,1.3,2.7,4.0,2.7,3.7,1.3,0.3,3.0,22.1,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
43,88,Kyle Anderson,MEM,25,1,0,1,20.3,12.0,5.0,6.0,83.3,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,20.4,0,0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,95,Terry Rozier,BOS,24,4,1,3,21.5,11.8,4.8,11.0,43.2,0.8,3.5,21.4,1.5,1.8,85.7,0.0,3.3,3.3,1.5,0.5,1.3,0.0,1.5,21.2,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
45,96,TJ Leaf,IND,21,3,2,1,30.1,11.7,5.3,9.3,57.1,1.0,3.0,33.3,0.0,0.0,0.0,3.7,4.0,7.7,1.3,1.0,0.7,0.3,2.7,24.9,1,0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
46,96,DeMar DeRozan,SAS,29,3,2,1,23.5,11.7,4.3,9.3,46.4,0.3,0.7,50.0,2.7,3.3,80.0,0.0,2.0,2.0,3.3,1.7,1.3,0.7,1.3,23.4,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,96,Pascal Siakam,TOR,24,3,2,1,24.6,11.7,4.3,9.3,46.4,0.7,2.7,25.0,2.3,3.3,70.0,2.3,7.0,9.3,2.3,2.3,0.7,0.0,2.3,26.0,0,0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,
48,96,Langston Galloway,DET,26,3,1,2,26.5,11.7,4.3,9.7,44.8,2.3,6.3,36.8,0.7,0.7,100.0,0.3,1.7,2.0,1.0,0.7,1.0,0.3,0.7,18.9,0,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
49,100,Eric Bledsoe,MIL,28,2,2,0,23.0,11.5,4.5,7.5,60.0,2.0,4.5,44.4,0.5,1.0,50.0,2.0,4.0,6.0,4.5,2.5,0.5,0.0,1.0,24.5,1,0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
