Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,24.700001,24.750000,24.250000,24.450001,24.450001,14915000
2017-01-04,24.600000,24.700001,24.500000,24.700001,24.700001,10558000
2017-01-05,24.650000,24.950001,24.549999,24.850000,24.850000,14723000
2017-01-06,25.000000,25.000000,24.650000,24.700001,24.700001,11839000
2017-01-09,24.600000,25.000000,24.549999,24.549999,24.549999,10135000
2017-01-10,24.549999,24.700001,24.500000,24.549999,24.549999,8090000
2017-01-11,24.900000,25.200001,24.900000,25.049999,25.049999,22399000
2017-01-12,25.049999,25.350000,25.000000,25.100000,25.100000,23460000
2017-01-13,25.100000,25.200001,24.950001,25.150000,25.150000,14024000
2017-01-16,25.100000,25.100000,24.799999,24.900000,24.900000,8973000
2017-01-17,24.900000,25.200001,24.799999,24.900000,24.900000,18198000
2017-01-18,24.950001,25.299999,24.900000,25.100000,25.100000,20689000
2017-01-19,25.049999,25.200001,24.799999,25.100000,25.100000,16518000
2017-01-20,25.000000,25.100000,24.950001,25.100000,25.100000,11304000
2017-01-23,25.200001,25.299999,25.150000,25.250000,25.250000,17856000
2017-01-24,25.250000,25.400000,25.200001,25.299999,25.299999,17518000
2017-02-02,25.600000,25.750000,25.350000,25.400000,25.400000,42206000
2017-02-03,25.500000,25.700001,25.350000,25.549999,25.549999,27781000
2017-02-06,25.549999,25.650000,25.400000,25.549999,25.549999,18571000
2017-02-07,25.500000,25.549999,25.450001,25.500000,25.500000,11415000
2017-02-08,25.500000,25.500000,25.049999,25.049999,25.049999,31207000
2017-02-09,25.049999,25.299999,25.049999,25.250000,25.250000,14572000
2017-02-10,25.299999,25.600000,25.250000,25.600000,25.600000,26592000
2017-02-13,25.600000,25.650000,25.450001,25.600000,25.600000,14429000
2017-02-14,25.600000,25.700001,25.549999,25.700001,25.700001,26523000
2017-02-15,25.700001,26.299999,25.700001,26.299999,26.299999,67594000
2017-02-16,26.299999,26.400000,25.799999,25.900000,25.900000,31207000
2017-02-17,25.900000,26.000000,25.799999,25.900000,25.900000,14019000
2017-02-18,null,null,null,null,null,null
2017-02-20,25.900000,26.150000,25.900000,25.950001,25.950001,16192000
2017-02-21,26.100000,26.200001,26.000000,26.100000,26.100000,17680000
2017-02-22,26.150000,26.200001,26.049999,26.100000,26.100000,16234000
2017-02-23,26.150000,26.150000,25.950001,26.100000,26.100000,13091000
2017-02-24,26.000000,26.000000,25.799999,25.799999,25.799999,16318000
2017-03-01,26.000000,26.000000,25.700001,25.700001,25.700001,16141000
