,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
0,294,Chandler Hutchison,CHI,22,3,1,2,25.9,5.7,2.0,6.7,30.0,0.7,2.3,28.6,1.0,2.0,50.0,1.0,3.3,4.3,0.3,0.7,1.0,0.0,1.0,13.7,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1,294,Malachi Richardson,TOR,22,3,2,1,13.0,5.7,1.7,4.7,35.7,0.7,2.3,28.6,1.7,2.0,83.3,0.3,0.0,0.3,0.0,1.0,0.3,1.0,1.7,9.1,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2,294,Lorenzo Brown,TOR,28,3,2,1,11.3,5.7,1.7,5.0,33.3,0.7,1.0,66.7,1.7,2.0,83.3,0.3,1.0,1.3,0.7,0.3,0.3,0.0,1.0,8.9,0,0,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,304,Kevon Looney,GSW,22,2,1,1,15.2,5.5,2.5,4.0,62.5,0.0,0.0,0.0,0.5,1.0,50.0,0.5,2.5,3.0,1.5,0.0,0.5,1.0,1.5,15.9,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,304,Royce O'Neale,UTA,25,4,4,0,19.1,5.5,2.0,3.5,57.1,0.5,1.5,33.3,1.0,1.0,100.0,0.0,3.5,3.5,2.8,2.0,2.5,0.3,2.0,20.1,0,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,304,George Hill,CLE,32,2,1,1,23.2,5.5,1.5,7.5,20.0,0.5,3.0,16.7,2.0,2.5,80.0,1.5,4.0,5.5,2.5,2.0,3.0,0.0,1.0,22.9,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
6,304,Deonte Burton,OKC,24,2,2,0,13.1,5.5,2.5,5.5,45.5,0.0,1.0,0.0,0.5,1.0,50.0,0.0,1.5,1.5,0.0,2.5,0.5,0.5,2.0,7.8,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
7,304,Cameron Reynolds,SAC,118,2,0,2,12.6,5.5,2.0,4.0,50.0,1.5,2.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,2.5,7.7,0,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
8,304,Yuta Watanabe,MEM,23,2,2,0,14.1,5.5,2.5,4.5,55.6,0.5,2.0,25.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,8.8,0,0,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,
9,304,Isaiah Briscoe,ORL,22,2,1,1,8.0,5.5,2.5,4.5,55.6,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,0.5,0.0,0.0,0.5,9.2,0,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,304,Ed Davis,BKN,29,2,1,1,20.8,5.5,2.5,4.0,62.5,0.0,0.0,0.0,0.5,1.5,33.3,2.5,6.0,8.5,0.5,2.0,0.0,0.5,4.0,16.0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
11,304,Damian Jones,GSW,23,2,1,1,13.7,5.5,2.5,4.0,62.5,0.0,0.0,0.0,0.5,1.5,33.3,0.5,5.0,5.5,1.5,0.5,0.0,1.0,2.5,16.9,0,0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,304,Timothe Luwawu-Cabarrot,OKC,23,2,1,1,17.8,5.5,2.0,5.5,36.4,0.5,4.0,12.5,1.0,1.0,100.0,0.0,1.5,1.5,0.5,2.0,0.0,0.0,2.5,6.1,0,0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
13,304,Jarnell Stokes,MIA,24,2,0,2,10.8,5.5,2.0,4.0,50.0,0.5,2.0,25.0,1.0,2.0,50.0,2.0,3.0,5.0,1.0,0.0,1.0,0.5,2.5,17.5,0,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,304,Darren Collison,IND,31,2,2,0,25.5,5.5,2.5,9.0,27.8,0.0,1.5,0.0,0.5,1.0,50.0,0.5,2.0,2.5,3.5,2.5,2.5,0.0,2.5,18.8,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,304,Devin Robinson,WAS,23,2,1,1,9.9,5.5,2.5,3.5,71.4,0.0,0.5,0.0,0.5,1.0,50.0,1.0,1.5,2.5,1.0,0.5,0.5,0.0,1.5,11.0,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
16,304,Jared Dudley,BKN,33,2,1,1,19.8,5.5,2.0,3.0,66.7,1.5,2.0,75.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.5,0.0,2.0,10.4,0,0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
17,304,Demetrius Jackson,PHI,24,2,1,1,5.9,5.5,2.0,3.5,57.1,0.5,1.5,33.3,1.0,1.0,100.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.5,8.1,0,0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
18,319,Jonathon Simmons,ORL,29,3,1,2,19.9,5.3,2.0,7.0,28.6,0.0,0.7,0.0,1.3,1.3,100.0,0.0,1.3,1.3,2.0,0.7,0.3,0.0,3.3,10.3,0,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
19,319,Rajon Rondo,LAL,32,3,0,3,23.6,5.3,2.0,4.0,50.0,1.3,1.7,80.0,0.0,0.0,0.0,1.3,3.7,5.0,9.3,3.0,1.0,0.0,2.0,25.3,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,319,Patrick Patterson,OKC,29,3,2,1,21.0,5.3,1.7,4.7,35.7,1.3,3.7,36.4,0.7,0.7,100.0,0.0,5.3,5.3,0.3,0.7,0.0,0.7,1.3,13.6,0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,319,Gary Clark,HOU,23,3,2,1,12.8,5.3,2.0,4.7,42.9,1.3,3.0,44.4,0.0,0.0,0.0,0.7,2.7,3.3,1.0,0.0,0.3,1.0,1.0,14.8,0,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
22,323,Guerschon Yabusele,BOS,22,4,1,3,14.7,5.3,2.5,4.8,52.6,0.0,1.0,0.0,0.3,1.3,20.0,1.3,2.0,3.3,1.0,1.3,0.5,1.3,1.3,14.7,0,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
23,324,Elijah Stewart,IND,22,1,0,1,19.5,5.0,1.0,4.0,25.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,8.4,0,0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,324,Kostas Antetokounmpo,DAL,20,3,2,1,7.2,5.0,2.0,2.3,85.7,0.0,0.0,0.0,1.0,2.0,50.0,0.3,1.0,1.3,1.0,0.0,0.3,1.0,0.7,12.1,0,0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,
25,324,Luc Mbah a Moute,LAC,32,1,1,0,16.1,5.0,1.0,5.0,20.0,0.0,2.0,0.0,3.0,4.0,75.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,14.6,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,324,Ryan Anderson,PHX,30,3,1,2,20.4,5.0,1.0,4.7,21.4,0.3,3.0,11.1,2.7,3.3,80.0,1.0,3.0,4.0,1.7,0.3,0.0,0.0,2.0,12.0,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
27,324,Doral Moore,MEM,21,2,1,1,6.6,5.0,1.5,3.0,50.0,0.0,0.0,0.0,2.0,3.0,66.7,1.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0,7.7,0,0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,324,Daryl Macon,DAL,22,3,2,1,6.7,5.0,1.7,3.3,50.0,1.0,1.3,75.0,0.7,1.3,50.0,0.0,1.0,1.0,1.0,0.3,0.7,0.3,1.0,10.4,0,0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
29,324,Josh Richardson,MIA,25,1,1,0,26.0,5.0,2.0,6.0,33.3,0.0,3.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,13.6,0,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,324,Solomon Hill,NOP,27,3,0,3,18.5,5.0,1.0,3.7,27.3,0.3,2.7,12.5,2.7,4.0,66.7,1.3,2.7,4.0,1.7,0.3,0.3,0.7,1.3,15.0,0,0,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
31,324,Jeremy Lin,ATL,30,2,1,1,16.0,5.0,2.0,5.5,36.4,0.0,2.0,0.0,1.0,1.0,100.0,1.5,2.0,3.5,3.0,1.5,0.0,0.0,2.5,12.2,0,0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,324,Thomas Bryant,WAS,21,3,2,1,9.3,5.0,1.7,4.3,38.5,0.0,1.3,0.0,1.7,2.3,71.4,1.7,2.7,4.3,0.3,1.3,0.3,0.3,1.0,11.4,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,324,Luke Kennard,DET,22,3,1,2,17.1,5.0,2.0,5.3,37.5,1.0,2.7,37.5,0.0,0.0,0.0,0.3,1.3,1.7,1.3,0.7,0.3,0.3,1.3,10.3,0,0,-13.3,,,,,,,,,,,,,,,,,,,,,,,,,,
34,324,Wes Iwundu,ORL,23,3,1,2,20.8,5.0,1.7,3.3,50.0,0.3,0.3,100.0,1.3,1.7,80.0,0.7,1.3,2.0,0.3,0.7,0.3,0.3,1.7,9.2,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
35,324,Joe Chealey,CHA,22,2,1,1,7.9,5.0,1.0,1.0,100.0,0.5,0.5,100.0,2.5,3.0,83.3,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,6.6,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,324,Nuni Omot,BKN,24,1,0,1,8.3,5.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,4.2,0,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,324,Noah Vonleh,NYK,23,4,3,1,13.2,5.0,2.0,4.8,42.1,0.5,0.8,66.7,0.5,0.8,66.7,1.8,4.5,6.3,0.8,2.0,0.3,0.8,2.8,14.6,1,0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
38,324,Aron Baynes,BOS,31,4,1,3,14.3,5.0,1.8,4.0,43.8,0.3,1.0,25.0,1.3,1.5,83.3,2.5,3.0,5.5,1.5,1.3,0.3,0.8,1.8,15.6,0,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
39,324,Al Horford,BOS,32,3,0,3,16.9,5.0,1.3,3.3,40.0,0.3,0.3,100.0,2.0,2.0,100.0,0.3,2.3,2.7,4.7,1.0,0.7,1.0,1.3,19.2,0,0,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
40,324,Henry Ellenson,DET,21,3,1,2,17.5,5.0,2.0,5.0,40.0,0.3,1.7,20.0,0.7,1.0,66.7,1.0,2.7,3.7,1.3,0.3,0.0,0.0,2.3,11.1,0,0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,324,Tyler Johnson,MIA,26,3,1,2,23.7,5.0,1.7,9.0,18.5,0.7,3.3,20.0,1.0,3.3,30.0,1.0,3.0,4.0,2.3,1.3,1.0,0.0,1.3,15.0,0,0,-9.7,,,,,,,,,,,,,,,,,,,,,,,,,,
42,343,Jonah Bolden,PHI,22,4,3,1,10.7,4.8,1.5,3.0,50.0,1.0,2.3,44.4,0.8,2.0,37.5,1.3,1.0,2.3,0.8,1.3,0.3,0.3,1.5,8.8,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
43,344,Isaiah Taylor,CLE,24,3,2,1,16.8,4.7,2.0,5.7,35.3,0.0,0.3,0.0,0.7,0.7,100.0,0.3,1.0,1.3,2.3,0.7,1.0,0.7,2.3,14.1,0,0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
